,area,location,latitude,longitude,species,treeform_type
644,ca718,usa,36.1333,-118.5167,Sequoiadendron giganteum (Lindl.) Buchholz,G
645,ca719,usa,36.1,-118.65,Sequoiadendron giganteum (Lindl.) Buchholz,G
646,ca720,usa,36.0667,-118.6167,Sequoiadendron giganteum (Lindl.) Buchholz,G
647,ca721,usa,35.9833,-118.6667,Sequoiadendron giganteum (Lindl.) Buchholz,G
648,ca722,usa,35.9833,-118.6,Sequoiadendron giganteum (Lindl.) Buchholz,G
649,ca723,usa,35.9333,-118.5833,Sequoiadendron giganteum (Lindl.) Buchholz,G
650,ca724,usa,35.9333,-118.6333,Sequoiadendron giganteum (Lindl.) Buchholz,G
651,ca725,usa,35.8667,-118.6,Sequoiadendron giganteum (Lindl.) Buchholz,G
652,ca726,usa,38.24,-118.5167,Sequoiadendron giganteum (Lindl.) Buchholz,G
653,ca727,usa,37.77,-119.82,Pinus lambertiana Douglas,G
654,ca728,usa,37.77,-119.82,Pinus lambertiana Douglas,G
655,can673,canada,49.16,-121.63,Tsuga mertensiana (Bong.) Carri¨¨re,G
656,can674,canada,50.35,-122.48,Tsuga mertensiana (Bong.) Carri¨¨re,G
657,can675,canada,52.29,-126.89,Tsuga mertensiana (Bong.) Carri¨¨re,G
658,can676,canada,51.71,-116.51,Picea engelmannii Parry ex Engelm.,G
659,can677,canada,51.17,-118.13,Picea engelmannii Parry ex Engelm.,G
660,can678,canada,50.81,-118.97,Picea engelmannii Parry ex Engelm.,G
661,can679,canada,50.54,-121.27,Pinus ponderosa Douglas ex C. Lawson,G
662,cana099,canada,50.57,-115.15,Picea engelmannii Parry ex Engelm.,G
663,cana10,canada,50.25,-121.67,Pinus ponderosa Douglas ex C. Lawson,G
664,cana107,canada,49.52,-123.07,Abies amabilis Douglas ex J. Forbes,G
665,cana108,canada,49.52,-123.07,Abies amabilis Douglas ex J. Forbes,G
666,cana109,canada,49.53,-123.03,Thuja plicata Donn ex D. Don,G
667,cana110,canada,49.53,-123.03,Thuja plicata Donn ex D. Don,G
668,cana117,canada,65.35,-126.7,Picea glauca (Moench) Voss,G
669,cana121,canada,66.72,-136.28,Picea glauca (Moench) Voss,G
670,cana125,canada,64.52,-138.32,Picea glauca (Moench) Voss,G
671,cana127,canada,45.42,-78.6,Pinus strobus L.,G
672,cana128,canada,46.72,-80.2,Pinus strobus L.,G
673,cana132,canada,59.75,-112.2,Pinus banksiana Lamb.,G
674,cana133,canada,59.58,-111.33,Pinus banksiana Lamb.,G
675,cana135,canada,51.17,-114.67,Pinus flexilis E. James,G
676,cana136,canada,49.58,-114.22,Pinus flexilis E. James,G
